negative	my husband and best friend dragged me out to this movie , thinking that this was all about t & a , but it was something worse--it was a thinly-veiled chick flick ! ( though , it was kinda amusing to see their reactions after the movie , it made it almost worth sitting through it ) . it's one of those little girl in a big town trying to make it on her own kind of movies , and if you like that kind of thing , then go for it . i'll pass , though .
negative	sucked !
negative	dont waste your money on it and if you are at someones home who owns it and suggests to watch it , dont even waste your time ! !
negative	just because a movie has hotties doesn't automatically make it good--case in point .
negative	ugly is right . don't get me wrong , the women are attractive , but it's just a dull movie that doesn't know comedy . take a tip from frasier , the emperor's new groove , or kung pow and then we'll talk .
negative	wait a minute . . . . this is supposed to be a comedy ? i didn't laugh a single time throughout this movie . in fact , i don't think any of the others i was with did either . the actual film it took to make this movie would have been better spent taping me scratch myself . who produces this kind of trash ?
negative	this movie was horrible . nothing new in this movie , same old girl in the big city . only thing worth praise were the advertisements .
negative	i don't think i've ever been as nauseated in my entire life as i was during the scene when what's-her-name was jamming on the roof to the beat of the neighbor's music . this movie was long and painful , mostly because of the insipid main character . i like to think that most girls don't identify with this kind of thing .
negative	pointless feminine crap .
negative	coyote ugly has no plot . the storyline is as skimpy as the costumes the women at the bar wear . it's a poor attempt at a remake of flashdance and its major audience seems to be lonely lonely teenage boys with no access to porn .
negative	this movie was portrayed on the commercials as a movie guys want to see , with lots of hot chicks and even more drinking . it turned out to be a chick flick about a songwriter's dream of making it big and not about a bar . don't see this movie .
negative	i'm here to set things straight on rateitall . com once and for all . this is to be my first opinion . here i go : bringing down the house , does not necessarily tell a story which is outdated , but rather one which should embarass humanity into making its reddest face and its most solemn look of all . let's look at the issues tackled in this film , set in 2003 : 1 ) slavery , 2 ) black ( and white ) stereotypes , and 3 ) cultural appropriation . slavery officially ended over 100 years ago , ( to those born more recently , right after gettysburg and gods and generals took place ) , but as we can obviously see in our day to day experience , racism is still rampant , be it in the white dominated media , the movies , or in general conversation and confrontation . what is baffling to me is why this film should combine an early 1800s attitude towards blacks with our current sensibilities in such an artless and tasteless manner . steve martin's character and his family can't be seen in public with latifah ? she has to pose as their nanny to be accepted socially ? . . . i can't even finish . the fact that this movie was a success theatrically just shows how ignorant we are as a culture . what a sloppy and hopeless pile of poo this movie was . ( note : despite these issues i have brought up briefly , i have to say that this film began with the most boring internet scene of all time . any filmmaker who thinks that filming a computer being used for instant messaging is a good way to engage viewers is stoned . )
negative	to call the characterzations in this movie stereotypes would be an insult to stereotypes . thirty years ago this movie would have been out of date . martin and latifah should be ashamed of themselves to get involved with such a stupid depiction of blacks and whites . the really offensive thing about this movie is that its supposed to be some sort of social commentary .
negative	the parts that weren't downright stupid were downright nauseating . a waste of jim carrey's talent .
negative	i'd have root canal work done without anesthetic before i'd see this again .
negative	terrible movie , i hated it and can't believe they made a second one . jim carrey is loud , obnoxious and not funny , more on the side of exaggerated and gross . i don't like movies that insult my intelligence .
negative	this movie is surprising bad . jack nickelson is a good actor , but even his acting could not save this piece of junk . kathy bates , a fine actress , is the only other bright spot in this otherwise dull and unwitty clunker . i did like the monolouge narration of nickelson for his adopted son , but over-all , i was very disappointed with this movie .
negative	about schmidt easily qualifies for my list of the ten worst movies i've ever seen . its incredibly slow pace , depressing tone , and pathetic attempt to convey something deep made it extremely unpleasant and annoying to watch . the plot goes nowhere , and i couldn't find anything compelling about the characters . i'm surprised to note that this is the first time i haven't been impressed by jack nicholson and kathy bates . there's simply not a single reason to watch this movie .
negative	what's the point here ? the story went nowhere , he ended up where he started , he failed in his quest and he can look forward to a lonely life with idiot in-laws . plus , the movie was just plain boring ( seeing kathy bates naked didn't help , either ) . real inspiring . . . . .
negative	i rarely hate movies , but this one was awful ! the plot was stupid and the ending was really bad . adam sandler is very funny when he plays crazy people , but in this movie he played the straight man to jack nicholson . adam sandler just can't play normal !
negative	i hate it . you think it's funny , while it's not . it's not good funny , it is sick funny , and it kinda freaks me out and i hate the stupid movie . it can die .
negative	working girl has got to be the worst harrison ford movie ever made . the movie is like listening to girl talk for 2 straight hours . it's like the designing women movie . the plot is simple : sigourney weaver is a mean and greedy boss of a man and a woman , and the woman is griffith in her mindless role .
negative	never even consider renting this movie - it's terrible . harrison ford made a rare mistake and agreed to work with a terrible script and one of the most annoying actresses ever ( melanie griffith ) . actually , now that i think about it , he made the same mistake with 6 days , 7 nights . anyway , this movie is a joke and isn't even worth tearing apart .
negative	worst movie ever . are you kidding me ?
negative	not funny
negative	finally a movie that shows mel gibson's arrogance in complete clarity . his ego maniac persona shined thruout this whole movie without ever taking a break . he has no talent , is very unattractive , and couldn't act his way out of a paper bag . if you can actually look around mel's inflated head at the movie itself , it will just make you fall asleep , as it lacks all forms of entertainment needed in any type of movie . . . a movie that should be missed and i would never recommend it . . . don't waste your money . . .
negative	i can t tell you what most women want because to be frank i don t give a flying fig . but speaking as a woman , i could have done without this farce . considering his past success in the lethal weapon films , i will say that i feel mel gibson has more than proven he can be halfway decent at madcap , insane comedy . however , he needs to realize that his ability to act nuts-o extremely well does not a leading man in light romantic comedy make . this movie made it glaringly apparent that he was never meant to follow in the footsteps of fred astaire , cary grant , or gene kelly . he is , for the most part , an action figure with acting ability who has managed to make some admirable hits within a sea of okay films . if what he has done best so far in his career can be compared to bygone film styles i would say that his forte has been the sweeping epic ( braveheart , the patriot ) . what women want was almost painful to watch as he clumped his way through this silly , clumsily written game of gender self awareness . helen hunt on the other hand after years in fluffy tv sitcom and an acting range that apparently exceeds gibson s by about 50 % seemed more up to the job . but even she couldn t save this pathetic ship full of holes ( a few of her lines were actually embarrassingly stupid ) . not even semi-funny cameos by the likes of bette midler were of much help to this albatross . after forcing myself to stay awake i flipped off the recorder once again thankful i had rented the dvd rather than having paid theater admission and even more glad that i d gotten a special discount rate for signing up with a new video store . don t waste your time unless you re a major gibson fan it may be the only way you won t notice the smell .
negative	this movie was not funny it actually sucked .
negative	trash . this type of stuff is what rots away the moral fiber of our youth . trust me . it makes the partying stupid guy who doesn't take college seriously look like a king and the kid who actually listens to his parents look like a huge geek . i didn't like it at all .
negative	tom green is a cancer . . .
negative	i detest tom green ( the most unfunny man in north america ) . the black fraternity scenes were too heavily borrowed .
negative	road trip is an extremly unfunny and stupid comedy starring tom green who is a college teacher and tell his students about his days in college and what happened .
negative	road trip is pure trash . it is so sad that people feel they must constantly resort to this kind of toilet humor in order to get a laugh . a bunch of sorry actors who want to be comedians .
negative	this movie was horrible ! it was not on the same level as there's something about mary . the movie did have some funny moments and would have been much better without tom green . he was stupid and brought down the movie . the black fraternity scene was pretty amusing .
negative	i'd rather watch 90 minutes of previews .
negative	wow . people actually liked this movie ? amazing !
negative	thi is the worst movie i have ever seen ! ? they should burn that movie to pieces ! i think that was a crappy movie !
negative	pointless child-like craziness . i could never even begin to imagine that this would ever happen off the silver screen .
negative	a stupid story . . . . . no laughs for me .
negative	i'm probably being harsher on this movie than i should because it's hard to reconcile its amazing popularity with the fact that it stinks , especially if you get sick of physical , cartoon-like comedy after the first person slips on something and falls down the stairs . and it's not chevy chase making the fall .
negative	home alone . . . are you kidding ? mcauley , how's your wife ?
negative	you've got a baby ? in a bar ? ? ? you've got reese witherspoon ? in a movie ? ? ?
negative	don't even bother watching this piece of crap . watch the trailer instead it reveals the entire plot . you'll save a couple hours of your life .
negative	considering great performances by witherspoon and bergan , the film is possibly one of the worst romantic comedies of all time . mcconahay ( i can't spell his name . . lol ) is the perfect contender for the next white trash , smelly role on the big screen . i hated this film , and i hope you will too . ta-ta !
negative	this movie sucked . keanu , stick to the matrix , make a matrix ii please !
negative	i agree 100 % ! ! ! gene hackman couldn't even help this movie .
negative	keanu sucks but so does the movie . you'd think gene hackman would make the movie , but he doesn't . they have cut so many scenes out of the movie that the story doesn't flow naturally . very poor movie .
negative	pitiful .
negative	so stupid and juvenile this film is ! i can't believe that this was based on shakespeare ! this movie was too cheesy for me to withstand ! ( and i usually like bad b-grade movies too ! )
negative	martha , you have to keep old fido in the house . he dragged in another stinky polecat again !
negative	one of the five worst movies ever produced for a large audience . and there is nothing worse than having to watch it with a pack of females who think it is romantic and charming . it isn't . it is contrived to the nth degree and desperately trying to be quirky and loveable . good for people trying to diet because this film will make it difficult for the viewer to keep his food down . on a par with superman iii .
negative	long and boring . i can't even remember the storyline now . it was that boring
negative	it's sad really . . . people watch that ? it had no real amusing points . . . but my sides to hurt from laughing at the crappy acting . . . hue grant needs a better job
negative	it's not the worst movie i've ever seen , cause that was the norwegian film dis , but i'm quite sure it's the worst 1999-film probably the worst comedy in the 90ies ! if there was an oscar for worst actress , julia roberts would certainly get it ! in 1990ies we aren't satisfied with voiceless boring movies with no action ! : - (
negative	what a bore fest this was it was not funny , it wasn't any thing . it just went on and on and was totally pointless . avoid at all costs .
negative	my significant other insisted this was a movie for me -- the reviews he had read were spectacular . he was wrong and so were those reviewers . i cannot recall much about this long drawn out tale other than i should have gotten the largest popcorn they sold -- the meal would have made the experience a bit shy of a big waste of time .
negative	the acting was ok . the accents were very annoying . the swearing was unnecesary . and the woodchipper part was just plain old nasty . save yourself the time and money and don't watch this film
negative	adam sandler sucks !
negative	yet another stupid adam sandler movie with lowbrow humor , profanity and no laughs whatsoever . adam sandler , you are under arrest for making a bad movie . henry winkler , you can go , we understand .
negative	the only funny scenes were in the trailer .
negative	this is the worst movie i've ever seen .
negative	sometimes even the funniest actor can mess up with a movie , and the waterboy proves this . adam sandler plays a waterboy . bored yet ? his mother cuts fish . yet ? his girlfriend dumped him and came back . yet ? his coach is henry winkler . yet ?
negative	one of the worst flicks ever made ! ! i suppose on some low , low , low level this might have been amusing to a few , but to me it blew . hard ! watching a movie where half of the time nothing happens and the other half of the time . . . nothing happens ! ! the plot was nowhere to be found , the acting so poor that you could throw up ( except for steve buscemi and peter stormare ) and an unseemingly desire to believe that all scandinavians start and end their sentences with ja , ja , ja or nej , nej , nej . let me tell you , i live in sweden and watching someone mispronounce our language for over an hour is not my idea of a good time .
negative	adam sandler really goes over the top , sending a message to the audience of careless child care . it runs really slow at times .
negative	this is one of the most embarassingly dumb movies i'd seen in a long time . and i even like adam sandler !
negative	how could a guy who was so funny in happy gilmore be so incredibly lame in waterboy ? i can't believe i spent $ 7 to see this crap . truly awful .
negative	total let down ! it stunk .
negative	dry and boring .
negative	worst movie to be produced in a long , long time . just plain stupid .
negative	dull , predictable , and insufferably stupid .
negative	of all the comments made about violence in the movies today nurse betty has one of the most violent ( and unnessacary ) scenes i have ever witnessed . it was so bad that it totally ruined the rest of the movie . this is no comedy ! ! ! that aside nurse betty quicky put me to sleep for the rest of the movie . to bad , this should have been a great movie . it has a lot of fine actors ( i love morgan freeman ) and what should have been a very good story . however , one scene , one little moment , ruines the experience .
negative	i've walked out of only two movies in my life , and one was nurse betty ( the other was endless love , to give you some perspective ) . i went in expecting a light , entertaining comedy , and what i saw instead was graphic violence and really terrible acting . the movie is about a waitress who witnesses a serious crime , has a break with reality , and then believes she's an actress in her favorite soap opera . with a plot like that , i felt sure i was in for lots of laughs . what a shock it was to see the serious crime depicted in a very realistic , horrifying way and more violence ( including lots of blood and gore ) in subsequent scenes . morgan freeman and chris rock , playing the killers after nurse betty , should be ashamed of themselves . their roles were definitely beneath them , and one of the worst parts was that no one in the theater laughed at any of their jokes . it was pathetic ! i still feel disturbed by the violence i saw in the first hour of the movie . you have been warned !
negative	my friends said this was the funniest movie ever . i watched it and had no clue what they were talking about . it had an extremley dissapointing ending , such bad humor , and some bad acting by good actors .
negative	worst remake ever
negative	yuck ! ! ! ! i hated this movie ! ! it wasn't funny at all . it was horrible . this movie is extremely over-rated . not appealing at all .
negative	although i've never seen the full movie , and some people will criticize me for making a comment , i've seen the previews and heard about it . lets think , they are making the devil look like some sexy woman . that is absolutely disgusting . i wouldn't want to watch a movie like that . for a start , the devil is far from attractive . like charmed , these producers have made the dark side look attractive . you want to know what the real devil is like , well for a start he is the ugliest monster in existance , secondly he hates all of humanity's guts ( and that's biblical fact ) . he was a murderer and lier from the beginning . yeah , it may seem cool having this beautiful woman make the devil look beautiful , but if anyone were to really give their soul to the devil for some sensual pleasures , they will pay for it in a big way , for eternity too . it is not worth risking your whole eternity over , just to get a bit of pleasure on this earth . you want to know why the devil tries to tempt people , because he thinks everyone is stupid enough to fall for it . because in reality , you have two choices . you can keep $ 1 and pay a trillion dollars ( have your earthly pleasures and not be accepted into god's kingdom ) , or you can pay $ 1 now , which will hurt , but get $ 1 trillion dollars back ( give your life over to the lord jesus ) . what one would you choose . judging by that movie , i know what the devil would want you to choose ( keep the dollar , loose the trillion ) . this is not to push my beliefs or to frighten or offend anyone , these are just my thoughts on this movie . plus it seems people arn't judging this movie on it's content or it's morality message ( which is terrible ) , they are judging this movie based on lust ( because they think the woman was attractive ) .
negative	awful ! this movie is lame ! ! !
negative	this movie was horrible ! no purpose whatsoever , gruesome scenes , and just horrible situations . i can't believe people actually think of such things . walked away from the movie with nothing and don't care ever recall it again .
negative	god only knows what harold ramis was thinking . . . . .
negative	it had canadian actors and script , which no one likes . the plot was terrible , yet predictable .
negative	just a really ignornat , mindless romp ! will ferrell running around naked was embarassing .
negative	this movie was about as intelligent as a rock , and almost as boring as one , too ! i was horrified to see vince vaughn lower his standards and star in such filth . pathetic !
negative	wretched , unfunny tripe aimed at career dumbasses .
negative	tediously unfunny scattershot comedy is a gross-out fest wasting all three of it's main actors . a bad rip-off of animal house with no merit .
negative	pretty brutal . i found myself braindead and tired on a sunday night , and taxi with jimmy fallon and queen latifah was on cable . and i watched it . awful storyline , cutesie dialogue , tons of cliches - very painful to watch . not recommended .
negative	painfull ! ! !
negative	a retarted piece of crap .
negative	this movie was gay
negative	witness , my friends , the crude of the crude : i can see this movie being used by women for evidence to kick guys off of the planet forever . at least , they should kick off mindless fools like the actors and writers of this numbingly-idiotic motion picture . in what has to be a record of some sort , over 200 ( yes , you read it right , my friends , two hundred ) uses of the f-word can be cataloged . that's in addition to over 150 other crude words . this makes you wonder if there could actually be any real dialogue . of course , there is none . crude and explicit sexual content is so crass and rampant that i can't get into it on this honorable public opinion forum . drug use rivals the moronic cheech chong movies . acting is bad , and i mean baaaaaddddd ! of course , george carlin makes an appearance , so it is automatically bad . they've even got kids cussing in this movie ! no child actor should be forced into a movie like this one ! the list of crimes in this brain-dead movie goes on : its sexist , it has inappropriate music , there is imitative behavior that kids shouldn't replicate , graphic violence and disrespectful attitudes towards women and policemen . this movie is one of the worst movies of all time , that is for sure . avoid this terror at all costs . just go rent something nice and family-friendly , read a book , play a nintendo game or write a story of your own . but , whatever you do , pay this waste of film no heed .
negative	such a stupid movie . . . . geesh
negative	spare me .
negative	it is on my list of ten worst movies i've ever saw ( or in this case slept through ) . it had all the suspense of a half-hearted game of clue jr . , the story was meandering and wearisome , and the sound quality of the dvd , coupled with the bad british accents made most of the movie sound mushy and inaudible . it was so painfully boring that we rented it for a whole week and popped it in our dvd player 4 nights and fell in and out of repose all week . by the time i woke up for the ending where they reveal whodunit , i commented , i don't even know who they f--k got killed , and angrilly went back to sleep . i don't dig robert ( i hate america ) altman movies . i don't understand why every big-time actor has to make an appearance in an altman movie . must be some coastal elite blue states liberal thing .
negative	for me , it was a 1 . bad , real bad . gosford park is too long . it's a british period piece wrapped up in a murder mystery . 10 of us went to see it . # walked out , 3 fell asleep , 3 figured it out , and 1 didn't care . but , if you're into the brits and you really care about the charmed lives of british nobility , and you can tolerate a long movie where very little happens , then go see it . on second thought , . . .
negative	this movie was sooo stupid ! i dont like martin shean . this movie was nasty .
negative	lets be serious here .
negative	this series should have ended before it even began !
negative	jack nicholson fans beware . this is a waste of money .
negative	this was a comedy , thats news to me because i found no humor in it what so ever . its typical will farrel fare a lot flailing about and badly delivered dialog . don't waste your money renting the dvd its just no worth it .
negative	a totally unappealing , rotten comedy that lacks heart--and mind . the isolated moments of wit ( such as the " when in rome . . . " confusion ) are drowned-out in the all-too-typical stupidity associated with most snl alums . the raunch factor is quite high for a pg-13 movie ( including one particular sight gag that was completely unfunny ) and there is not a single likable character in the entire movie . it competely lost me when the kicked the dog off of the bridge . mean-spirited , uncreative , and mindless--anchorman needs to be cancelled from the realm of cinema altogether .
negative	awful
negative	i get to watch movies for free , and apparently you get what you pay for with this one . along with around the world in 80 days and gods and generals , this is one of the worst movies i've seen in the last several years . it's just further proof that snl alumni are almost incapable of making good movies anymore .
negative	a dumb-ass movie , appealing to dumb-asses . about as funny as a rubber crutch .
negative	this was one of thee worst movies i had ever seen . i normally like will ferell but this was inane and utterly unfunny . it was not offensive in the usual hollywood sense of too much violence and sex but it i was offended that they tried to pass this off as comedy . . do not wast your time or money
negative	worst movie ever . take me back to old school ! ! ! pleeeeeeeeease !
negative	without a doubt the biggest piece of junk to come out of hollywood so far this year . complete garbage all the way . will ferrel's horrendous acting never ceases to amaze me , he just gets worse and worse every movie he comes out with , and this movie is no different than all the other trash he has accomplished thus far . the storyline was loosely based on women's rights in television news . christina applegate barely tried in this movie , but i can understand why . ( i wouldn't do very good acting next to will ferrel either . ) she must have owed someone a favor , otherwise i would never be able to understand why she would even be willing to star in such a piece of junk . do not waste your time or money . . . it is really awful . . .
negative	what about him ?
negative	vomitous nonsense .
negative	drew , you were probably taking tongue kisses when you were 12 .
negative	atrocious .
negative	i would probably like this movie if i didn't have a penis .
negative	this movie was terrible and very disappointing .
negative	a nasty film by a director whose stock in trade is over the top unpleasantness e . g . the fury . de palma has to be one of the worst film makers of all time , right down there with tarantino and david lynch . if you want to see how gangster films should be done stick with coppola and scorsese .
negative	people , this movie sucked and still does . nothing will compare to the equally bad original . this one is the exact same tale from the original , only in new york . uninspired and lame .
negative	don't waste your time with this retread of risky business . in fact , rent risky business instead !
negative	crap movie !
negative	whatever happened to the hilarious comedianne whom brought us comedies such as the distinguished gentleman and the nutty professor ? he now does terrible , mindless comedies such as i spy , the adventures of pluto nash . . . and now daddy day care . this film is putrid and disgusting . the only merit here is a fun performance by anjelica huston as the rival day-care owner . otherwise , stay away . it's like watching a bad remake of kindergarten cop .
negative	make up was excellent but martin lawerence is such an idiot . he couldn't act his way out of a wet paper sack .
negative	i can't believe i even bothered to watch this crap . martin lawrence ? a man in drag ? it was stupid , disgusting , lame , suck , dumb , so many words you could explain it with . nothing new , whoever made this shouldn't have even made the effort . and martin lawrence is terrible ! unrealistic and stupid . simply avoid . summary : a dumb , disgusting , lame film .
negative	i wish martin lawrence would stop making movies because he is really starting to bug me . this is the worst one yet . he just recycled tootsie and made it black which is absolutely pointless and unfunny .
negative	i'm not a martin lawrence fan . i've never have been able to get into men pretending to be women or vice versa , regardless of the plot . this movie bombed as a comedy .
negative	how did this movie get funded ? ? ?
negative	fell asleep during this movie . and i wasn't even that tired .
negative	crap .
negative	another stupid teen raunch-fest . i'm waiting for a g-rated movie with teenage heroes . . .
negative	this movie looks so boring to me .
negative	i don't even want to see this mean , terrorizing piece of crap , it's about making fun of christians . and i'm a christian .
negative	another blood-soaked exercize is stupidity , this movie is just as bad as other useless movies ( godfather , saving private ryan ) that push the limits of entertainment beyond decent . violence , negative role models , and profanity is everywhere . but , a spark of creativity or optimism is nowhere to be found . why would anyone want to watch this ?
negative	mm should go blonde damnit
negative	quite possibly the most embarrassingly bad movie i ve ever seen . i didn t think jim carey could fall any farther down on my list of actors i least like to watch but darned if he didn t manage to do just that the other night when i tried to make it through this film . not since ishtar have i seen such a criminal waste of celluloid . i don t mind a little mindless bathroom humor once in awhile but not when it s this blatantly mindless and appears to be the sole purpose of the movie . renee zellwegger must cringe when she looks back on her decision to become involved in this abortion . i would even think carey must flinch a little and with his record that s saying a lot .
negative	multiple personality disorder is not a laughing matter ! it is a mental illness ! people actually suffer from it ! this movie just pokes fun at people who do . they should have at least tried to keep the humour tasteful and attempted to raise awareness about a disorder that has caused so many people pain .
negative	i was watching this movie at home . it was recommended to me so i gave it a chance . i think it is the most horrible , tasteless movie i have seen in a long time . the humour was just way over the top and it just left me with a sick feeling inside . i had to stop watching it once i realized it just wasn't getting any better . i consider myself to have a good sense of humour but this movie is just wrong . now that we have gone this far in movies , it's hard to go back to anything that is pure and good . it's all about one shocking extreme to the next . i hate to see what it store for our next generation of movie goers . i don't recommend this movie .
negative	this movie sucked donkey crank . yes jim carrey was awesome and yes there were 2 or 3 funny scenes but the plot was embarassing ( as though they were making up the story as they went along ) and the gags were old and over-used . this story-writer should be shot .
negative	this is the worst comedy movie i v ever seen . . . it seems that they wrote the script as they shoot the movie . . . i love jim carrey , but not enough to put up with this movie . . . i was wondering all the time when it will end . . .
negative	worst movie i have ever seen . if you find yeast infections , vulgar language and men nursing off a stranger entertaining , you will love it .
negative	this is one of the most irritating movie ever . i think jim carrey need not to act crazy and get the attention of all viewers .
negative	very vulgar and without any artistic value whatso ever .
negative	not smart comedy but stupid comedy !
negative	manages to make the first two , ( which are so bad they make my teeth hurt ) look like great art .
negative	i want to vomit just by watching this .
negative	hated it
negative	my goodness this movie blew . it got my attention with that awesome beginning . but once the movie started ? i won't even go there . . . byonce knoles is to jive to be funny . in fact , it's friggin annoying . the next time i hear someone say jive turkey or shuga like that again i'm gonna explode ! not only that , but goldmember sucks . he is gross , stupid , and also very annoying . the movie only squeezed a couple of giggles out of me . most of this movie's humor is when one of the antagonists trying to explain something stupid or gross while the other person just sits there staring with a confused look on their face until he is done . honestly i feel they do this too much in this movie , like when fat bastard is trying to explain how bad his fart stinks , or when goldmember says his stupid fashza stuff . the only funny parts to me were the beginning , the mole , the subtitles , ( ha ha ! ) and the shadow scene . other than that , this movie just plain shameless advertising . the brittney and ozbourne cameos were obviously put in there to appeal to their respective audiences . and let us not forget the biggest audience appeal role of them all : byonce knowels herself . the only good austin powers chick was vanessa she is irreplacealble . i think i've seen the bottom of the austin powers barrel with this stinker of a comedy movie .
negative	just see the first one . the other two are like a bunch of saturday night live sketches lumped together and dragged out as much as humanly possible . the biggest laugh was when ozzy osborne was shown , just for how dated the movie will be in a few years . the first one was funny and original , they should have just left it alone after that .
negative	three words ( plus an article ) : crude , rude and lewd .
negative	it's the same thing as all the others !
negative	i can see why goldmember was panned by the critics . it's a really , really bad movie . my expectations weren't high to begin with , but it didn't even come close to making my trip to the theater worth it . my biggest complaint was that it contained very little new material . even worse , the old material was stale and even pathetic in places . the plot revolving around goldmember was uninteresting , and goldmember was a disgusting old guy who ate patches of dead skin that peeled off his body . ( i'm not kidding ! ) mike meyers' acting seemed forced and choppy , and there was no chemistry between him and foxxy cleopatra , his female helper . goldmember lacked the fun , silly feel of the second austin powers movie , and the pace was slow . i don't recommend seeing this movie in the theater or on video .
negative	could this movie get any worse ?
negative	this is one of those movies that they should of left alone . part two should have not been made . after watching it i thought , this could have waited for blockbuster night !
negative	i thought the movie was very stupid , and it wasn't as good and funny as the first one . the one reason i didn't like it is because i almost feel asleep in the theater while i was watching it , and i thought it was too long .
negative	almost famous was your fifteen minutes , kate . . . now go on and disappear again .
negative	i hated this movie . i hated even more the fact i spent $ 16 for my boyfriend and i to see it in the theater . the first half of the movie may be somewhat tolerable , if at all . that's when all the funny things happen between hudson and mcconaughy . the last half is absolutely atrocious , when you are just sitting there waiting for the stupid characters to find out whats going on and continue with the overplayed hollywood ending . when are movie makers going to realize that if they are going to make a movie with an obvious ending that they at least need to make it somehow different and entertaining and give us characters we actually care about ? ? ?
negative	kate hudson is obnoxious , and matthew mcconahay is sexy . unfortunely , neither are funny , and how 2 lose a guy is a real disappointment .
negative	jennifer garner sucks .
negative	oh god that was one of the worst movies i have ever seen . the plot was pathetic , and yeah redninefan , garner should stick to tv . the only good part was the music but that doesnt deserve another star . not recommended .
negative	i hated it .
negative	i'm still trying to figure out why the director ( s ) , writer ( s ) , producer ( s ) gave this movie a comedic slant .
negative	this is the first film that billy bob thornton let me down , as did the directors . perhaps they should have watched some film noir before they tried to ape it . if they had they would have noticed that the main characters do more than just smoke and ponder .
negative	i'd rather stare at a rock for 12 hours than sit through this joke again . i guess the only thing that makes it a comedy is that the entire movie was indeed a joke .
negative	i never thought a movie could actually be a true insult to gigolos everywhere , but this b-rated piece of junk should be thrown in the garbage disposal to never be heard from again . . . a total waste of time . . .
negative	how anyone could give this more than two stars is beyond me . starring the only actor less funny and talented than adam sandler .
negative	i hated it
negative	once again , rob schinder proves he cannot act in another stupid , boring and crude comedy that has no life in it . over 20 profanities are present in this film , with the f-word , again , being the most frequently-used one . filmakers , please listen , profanity is not neccessary to make a film ! ! ! ! as you would expect from a ( so-called ) movie about gigolos , sexual content runs rampant , with graphic descriptions of everything from masturbation to genitals present . and , of course , alcohol and drugs are present . but , i tell you one thing , that isn't present : a good actor ! avoid this movie altogether and hire some superheroes to save the world or galliant explorers to go where no one has gone before or some skilled trainers to catch 'em all . . .
negative	this movie is crap . and rob scheider is general poo of the this-is-crap army . if you want to see a stupid-make-gross-jokes-in-a-futile-attempt-to-be-funny movie . i suggest 'scary movie' . the least stupid of that stupid genre .
negative	this is one of the worst movies ever made . i did not laugh once . the jokes were very cliche and dull . almost like the jokes i used to hear in elementary school . really , is a man getting his butt crack waxed funny ? the humor is rediculousely dumb to the point of making the viewer feel sorry for everyone involved . word of advice if you like good comedies don't see anything by the production team who brought you big daddy or deuce bigalow . if you are a numb skull go check it out .
negative	wretched . worse than pulling teeth .
negative	william hanna is probably turning in his grave . . . . this movie sucks .
negative	56 million dollars ! ! how , as a movie watching culture , do we explain this ! scooby doo is proof positive that the cinema , as well as the american cultural landscape , have fallen into an irreversable void from which nothing of asthetic value is sure to never rise again . sure , people took their kids ? take them to the museum instead ! ! ! heck , at least go see spirit again , before seeing this piece of freddie prinze crap ! !
